Turnier;Saison;Liga;Runde;Brett;Team_Weiss;Weiss;Elo_Weiss;Team_Schwarz;Schwarz;Elo_Schwarz;Ergebnis
SMM;2025;3. Liga - Nordwest 2;1;1;Riehen 5;Poyraz Canatar;1338;Birseck 3;Claude Monnat;1727;1 - 1
SMM;2025;3. Liga - Nordwest 2;1;2;Birseck 3;Peter Mattmann;1743;Riehen 5;Beat Spielmann;1766;0 - 2
SMM;2025;3. Liga - Nordwest 2;1;3;Riehen 5;Uwe Hecht;1776;Birseck 3;Nikita Cardinaux;1704;1 - 1
SMM;2025;3. Liga - Nordwest 2;1;4;Birseck 3;Richard Valentin Winkler;1200;Riehen 5;Dario Wachholz;1531;0 - 2
SMM;2025;3. Liga - Nordwest 2;1;5;Riehen 5;Felix Li;1200;Birseck 3;Stephan Bonauer;1473;0 - 2
SMM;2025;3. Liga - Nordwest 2;1;6;Birseck 3;Miroslav Matkovic;1543;Riehen 5;Sophie Anis;1200;2 - 0
SMM;2025;3. Liga - Nordwest 2;1;1;Rhy 1;Janis Steinacher;1937;Rhy 2;Roland Fuchs;1450;2 - 0
SMM;2025;3. Liga - Nordwest 2;1;2;Rhy 2;Beat Hartmann;1686;Rhy 1;Az Damdinsuren;1886;0 - 2
SMM;2025;3. Liga - Nordwest 2;1;3;Rhy 1;;;Rhy 2;Gustavo Barros;1643;2 - 0
SMM;2025;3. Liga - Nordwest 2;1;4;Rhy 2;;;Rhy 1;Rolf Haag;1592;0 - 2
SMM;2025;3. Liga - Nordwest 2;1;5;Rhy 1;Sandro Bolettieri;1621;Rhy 2;;;2 - 0
SMM;2025;3. Liga - Nordwest 2;1;6;Rhy 2;Platon Klimov;;Rhy 1;Robert Kaiser;1582;0 - 2
SMM;2025;3. Liga - Nordwest 2;1;1;Olten 3;Olexiy Musienko;1808;Olten 5;Otmar Wigger;1544;2 - 0
SMM;2025;3. Liga - Nordwest 2;1;2;Olten 5;Martin Spiegel;1480;Olten 3;Walter Stegmaier;2006;0 - 2
SMM;2025;3. Liga - Nordwest 2;1;3;Olten 3;Paul Niederer;1800;Olten 5;;;2 - 0
SMM;2025;3. Liga - Nordwest 2;1;4;Olten 5;René Steiner;1729;Olten 3;Alessio Porreca;1981;1 - 1
SMM;2025;3. Liga - Nordwest 2;1;5;Olten 3;Guido Born;1708;Olten 5;André Aepli;1364;2 - 0
SMM;2025;3. Liga - Nordwest 2;1;6;Olten 5;Anton Rüegg;1249;Olten 3;Urs Fazis;1523;0 - 2
SMM;2025;3. Liga - Nordwest 2;1;1;Döttingen-Klingnau 1;Ritish Kannan;1350;Echiquier Bruntrutain 2;Erwan Bourquard;1442;2 - 0
SMM;2025;3. Liga - Nordwest 2;1;2;Echiquier Bruntrutain 2;Youri Cortat;1865;Döttingen-Klingnau 1;Refki Morina;1664;2 - 0
SMM;2025;3. Liga - Nordwest 2;1;3;Döttingen-Klingnau 1;Kevin Mutter;1350;Echiquier Bruntrutain 2;Cédric Desboeufs;1781;2 - 0
SMM;2025;3. Liga - Nordwest 2;1;4;Echiquier Bruntrutain 2;Alexandre Desboeufs;1872;Döttingen-Klingnau 1;Balint Kiss;1692;2 - 0
SMM;2025;3. Liga - Nordwest 2;1;5;Döttingen-Klingnau 1;Patrice Keusch;1448;Echiquier Bruntrutain 2;Alec Schneider;1450;0 - 2
SMM;2025;3. Liga - Nordwest 2;1;6;Echiquier Bruntrutain 2;Marco Retti;1523;Döttingen-Klingnau 1;Rafael Mutschlechner;1772;2 - 0
SMM;2025;3. Liga - Nordwest 2;2;1;Rhy 2;Gustavo Barros;1643;Olten 3;Olexiy Musienko;1808;0 - 2
SMM;2025;3. Liga - Nordwest 2;2;2;Olten 3;Walter Stegmaier;2006;Rhy 2;Matthias Zimmermann;1372;2 - 0
SMM;2025;3. Liga - Nordwest 2;2;3;Rhy 2;Veronica Zimmermann;1350;Olten 3;Paul Niederer;1800;0 - 2
SMM;2025;3. Liga - Nordwest 2;2;4;Olten 3;Alessio Porreca;1981;Rhy 2;Platon Klimov;;2 - 0
SMM;2025;3. Liga - Nordwest 2;2;5;Rhy 2;;;Olten 3;Guido Born;1708;4 - 6
SMM;2025;3. Liga - Nordwest 2;2;6;Olten 3;Markus Angst;1739;Rhy 2;Stephan Eliczi;1322;2 - 0
SMM;2025;3. Liga - Nordwest 2;2;1;Riehen 5;Poyraz Canatar;1338;Rhy 1;Volker Wessely;1854;2 - 0
SMM;2025;3. Liga - Nordwest 2;2;2;Rhy 1;Rolf Haag;1592;Riehen 5;Marco Denzinger;1736;0 - 2
SMM;2025;3. Liga - Nordwest 2;2;3;Riehen 5;Beat Spielmann;1766;Rhy 1;Sandro Bolettieri;1621;2 - 0
SMM;2025;3. Liga - Nordwest 2;2;4;Rhy 1;Robert Kaiser;1582;Riehen 5;Uwe Hecht;1776;0 - 2
SMM;2025;3. Liga - Nordwest 2;2;5;Riehen 5;Dario Wachholz;1531;Rhy 1;Beat Hartmann;1686;2 - 0
SMM;2025;3. Liga - Nordwest 2;2;6;Rhy 1;Hansruedi Jost;1200;Riehen 5;Sophie Anis;1200;2 - 0
SMM;2025;3. Liga - Nordwest 2;2;1;Echiquier Bruntrutain 2;Alexandre Desboeufs;1872;Birseck 3;Nikita Cardinaux;1704;2 - 0
SMM;2025;3. Liga - Nordwest 2;2;2;Birseck 3;Peter Mattmann;1743;Echiquier Bruntrutain 2;Marco Retti;1523;0 - 2
SMM;2025;3. Liga - Nordwest 2;2;3;Echiquier Bruntrutain 2;Jean-Pierre Tisserand;1766;Birseck 3;Claude Monnat;1727;2 - 0
SMM;2025;3. Liga - Nordwest 2;2;4;Birseck 3;Timothée Cuénod;1492;Echiquier Bruntrutain 2;Alexis Loetscher;1566;2 - 0
SMM;2025;3. Liga - Nordwest 2;2;5;Echiquier Bruntrutain 2;Eliot Greiner;1783;Birseck 3;Miroslav Matkovic;1543;1 - 1
SMM;2025;3. Liga - Nordwest 2;2;6;Birseck 3;Stephan Bonauer;1473;Echiquier Bruntrutain 2;Erwan Bourquard;1442;2 - 0
SMM;2025;3. Liga - Nordwest 2;2;1;Döttingen-Klingnau 1;Refki Morina;1664;Olten 5;Martin Spiegel;1480;2 - 0
SMM;2025;3. Liga - Nordwest 2;2;2;Olten 5;Otmar Wigger;1544;Döttingen-Klingnau 1;Kevin Mutter;1350;0 - 2
SMM;2025;3. Liga - Nordwest 2;2;3;Döttingen-Klingnau 1;Balint Kiss;1692;Olten 5;Boris Stokic;1501;2 - 0
SMM;2025;3. Liga - Nordwest 2;2;4;Olten 5;;;Döttingen-Klingnau 1;Edgar Arturo Ramirez Orozco;1558;1 - 1
SMM;2025;3. Liga - Nordwest 2;2;5;Döttingen-Klingnau 1;;;Olten 5;Anton Rüegg;1249;2 - 0
SMM;2025;3. Liga - Nordwest 2;2;6;Olten 5;;;Döttingen-Klingnau 1;Patrice Keusch;1448;4 - 6
SMM;2025;3. Liga - Nordwest 2;3;1;Rhy 1;Az Damdinsuren;1886;Birseck 3;Stephan Bonauer;1473;2 - 0
SMM;2025;3. Liga - Nordwest 2;3;2;Birseck 3;Peter Mattmann;1743;Rhy 1;Rolf Haag;1592;2 - 0
SMM;2025;3. Liga - Nordwest 2;3;3;Rhy 1;André Schneider;1556;Birseck 3;Richard Valentin Winkler;1200;0 - 2
SMM;2025;3. Liga - Nordwest 2;3;4;Birseck 3;Peter Kettiger;1654;Rhy 1;;;0 - 2
SMM;2025;3. Liga - Nordwest 2;3;5;Rhy 1;Sandro Bolettieri;1621;Birseck 3;Markus Felder;1637;2 - 0
SMM;2025;3. Liga - Nordwest 2;3;6;Birseck 3;Thomas Stöckli;1792;Rhy 1;Robert Kaiser;1582;1 - 1
SMM;2025;3. Liga - Nordwest 2;3;1;Olten 3;Paul Niederer;1800;Riehen 5;Beat Spielmann;1766;1 - 1
SMM;2025;3. Liga - Nordwest 2;3;2;Riehen 5;Uwe Hecht;1776;Olten 3;Walter Stegmaier;2006;2 - 0
SMM;2025;3. Liga - Nordwest 2;3;3;Olten 3;Guido Born;1708;Riehen 5;Deniz Ronny Bünül;1200;1 - 1
SMM;2025;3. Liga - Nordwest 2;3;4;Riehen 5;Beatrice Ogrinz;1500;Olten 3;Markus Angst;1739;1 - 1
SMM;2025;3. Liga - Nordwest 2;3;5;Olten 3;Martin Lanz;1793;Riehen 5;Thomas Arnold;1764;1 - 1
SMM;2025;3. Liga - Nordwest 2;3;6;Riehen 5;Sophie Anis;1200;Olten 3;Boaz Lengyel;1775;0 - 2
SMM;2025;3. Liga - Nordwest 2;3;1;Döttingen-Klingnau 1;Felix Honold;1931;Rhy 2;Beat Hartmann;1686;2 - 0
SMM;2025;3. Liga - Nordwest 2;3;2;Rhy 2;Matthias Zimmermann;1372;Döttingen-Klingnau 1;Ritish Kannan;1350;0 - 2
SMM;2025;3. Liga - Nordwest 2;3;3;Döttingen-Klingnau 1;Refki Morina;1664;Rhy 2;Stephan Eliczi;1322;2 - 0
SMM;2025;3. Liga - Nordwest 2;3;4;Rhy 2;Veronica Zimmermann;1350;Döttingen-Klingnau 1;Rafael Mutschlechner;1772;0 - 2
SMM;2025;3. Liga - Nordwest 2;3;5;Döttingen-Klingnau 1;Balint Kiss;1692;Rhy 2;Darmen Konysbekov;1628;1 - 1
SMM;2025;3. Liga - Nordwest 2;3;6;Rhy 2;;;Döttingen-Klingnau 1;Patrice Keusch;1448;4 - 6
SMM;2025;3. Liga - Nordwest 2;3;1;Olten 5;Otmar Wigger;1544;Echiquier Bruntrutain 2;Claude Desboeufs;1459;1 - 1
SMM;2025;3. Liga - Nordwest 2;3;2;Echiquier Bruntrutain 2;Alexandre Desboeufs;1872;Olten 5;Boris Stokic;1501;2 - 0
SMM;2025;3. Liga - Nordwest 2;3;3;Olten 5;André Aepli;1364;Echiquier Bruntrutain 2;Marco Retti;1523;0 - 2
SMM;2025;3. Liga - Nordwest 2;3;4;Echiquier Bruntrutain 2;Jean-Pierre Tisserand;1766;Olten 5;Anton Rüegg;1249;2 - 0
SMM;2025;3. Liga - Nordwest 2;3;5;Olten 5;;;Echiquier Bruntrutain 2;Ubaldo Retti;1350;0 - 2
SMM;2025;3. Liga - Nordwest 2;3;6;Echiquier Bruntrutain 2;Lucas Reyes;1408;Olten 5;;;6 - 4
SMM;2025;3. Liga - Nordwest 2;4;1;Birseck 3;Peter Mattmann;1743;Olten 5;André Aepli;1364;2 - 0
SMM;2025;3. Liga - Nordwest 2;4;2;Olten 5;Thomas Schmidt;1663;Birseck 3;Nikita Cardinaux;1704;1 - 1
SMM;2025;3. Liga - Nordwest 2;4;3;Birseck 3;Timothée Cuénod;1492;Olten 5;Ibrahim Yaman;1707;2 - 0
SMM;2025;3. Liga - Nordwest 2;4;4;Olten 5;Martin Spiegel;1480;Birseck 3;Claude Monnat;1727;2 - 0
SMM;2025;3. Liga - Nordwest 2;4;5;Birseck 3;Peter Kettiger;1654;Olten 5;Anton Rüegg;1249;2 - 0
SMM;2025;3. Liga - Nordwest 2;4;6;Olten 5;;;Birseck 3;Stephan Bonauer;1473;0 - 2
SMM;2025;3. Liga - Nordwest 2;4;1;Rhy 2;Hansruedi Jost;1200;Echiquier Bruntrutain 2;Laurent Jacquot;1935;0 - 2
SMM;2025;3. Liga - Nordwest 2;4;2;Echiquier Bruntrutain 2;Jean-Pierre Tisserand;1766;Rhy 2;Matthias Zimmermann;1372;2 - 0
SMM;2025;3. Liga - Nordwest 2;4;3;Rhy 2;Stephan Eliczi;1322;Echiquier Bruntrutain 2;Marco Retti;1523;0 - 2
SMM;2025;3. Liga - Nordwest 2;4;4;Echiquier Bruntrutain 2;Cédric Desboeufs;1781;Rhy 2;Veronica Zimmermann;1350;1 - 1
SMM;2025;3. Liga - Nordwest 2;4;5;Rhy 2;Darmen Konysbekov;1628;Echiquier Bruntrutain 2;Eliot Greiner;1783;0 - 2
SMM;2025;3. Liga - Nordwest 2;4;6;Echiquier Bruntrutain 2;Erwan Bourquard;1442;Rhy 2;Gustavo Barros;1643;0 - 2
SMM;2025;3. Liga - Nordwest 2;4;1;Riehen 5;Beat Spielmann;1766;Döttingen-Klingnau 1;Kevin Mutter;1350;2 - 0
SMM;2025;3. Liga - Nordwest 2;4;2;Döttingen-Klingnau 1;Ritish Kannan;1350;Riehen 5;Ian Bishop;1582;2 - 0
SMM;2025;3. Liga - Nordwest 2;4;3;Riehen 5;Dario Wachholz;1531;Döttingen-Klingnau 1;Refki Morina;1664;0 - 2
SMM;2025;3. Liga - Nordwest 2;4;4;Döttingen-Klingnau 1;Patrice Keusch;1448;Riehen 5;Felix Li;1200;2 - 0
SMM;2025;3. Liga - Nordwest 2;4;5;Riehen 5;Sophie Anis;1200;Döttingen-Klingnau 1;Balint Kiss;1692;0 - 2
SMM;2025;3. Liga - Nordwest 2;4;6;Döttingen-Klingnau 1;Rafael Mutschlechner;1772;Riehen 5;Eric Maire;1200;2 - 0
SMM;2025;3. Liga - Nordwest 2;4;1;Rhy 1;Janis Steinacher;1937;Olten 3;Olexiy Musienko;1808;0 - 2
SMM;2025;3. Liga - Nordwest 2;4;2;Olten 3;Walter Stegmaier;2006;Rhy 1;Az Damdinsuren;1886;0 - 2
SMM;2025;3. Liga - Nordwest 2;4;3;Rhy 1;Volker Wessely;1854;Olten 3;Guido Born;1708;2 - 0
SMM;2025;3. Liga - Nordwest 2;4;4;Olten 3;Markus Angst;1739;Rhy 1;Rolf Haag;1592;1 - 1
SMM;2025;3. Liga - Nordwest 2;4;5;Rhy 1;Sandro Bolettieri;1621;Olten 3;Alessio Porreca;1981;1 - 1
SMM;2025;3. Liga - Nordwest 2;4;6;Olten 3;René Steiner;1729;Rhy 1;Robert Kaiser;1582;2 - 0
SMM;2025;3. Liga - Nordwest 2;5;1;Olten 3;Olexiy Musienko;1808;Birseck 3;Claude Monnat;1727;1 - 1
SMM;2025;3. Liga - Nordwest 2;5;2;Birseck 3;Peter Mattmann;1743;Olten 3;Walter Stegmaier;2006;2 - 0
SMM;2025;3. Liga - Nordwest 2;5;3;Olten 3;Alessio Porreca;1981;Birseck 3;Thomas Stöckli;1792;0 - 2
SMM;2025;3. Liga - Nordwest 2;5;4;Birseck 3;Timothée Cuénod;1492;Olten 3;Paul Niederer;1800;0 - 2
SMM;2025;3. Liga - Nordwest 2;5;5;Olten 3;Guido Born;1708;Birseck 3;Stephan Bonauer;1473;2 - 0
SMM;2025;3. Liga - Nordwest 2;5;6;Birseck 3;Richard Valentin Winkler;1200;Olten 3;Markus Angst;1739;0 - 2
SMM;2025;3. Liga - Nordwest 2;5;1;Döttingen-Klingnau 1;Rudolf Märki;1816;Rhy 1;Roberto Bratosin;1473;2 - 0
SMM;2025;3. Liga - Nordwest 2;5;2;Rhy 1;Vicentiu Bratosin;1756;Döttingen-Klingnau 1;Kevin Mutter;1350;0 - 2
SMM;2025;3. Liga - Nordwest 2;5;3;Döttingen-Klingnau 1;Refki Morina;1664;Rhy 1;Az Damdinsuren;1886;1 - 1
SMM;2025;3. Liga - Nordwest 2;5;4;Rhy 1;Rolf Haag;1592;Döttingen-Klingnau 1;Vernmulyadeep Mallipudi;1283;0 - 2
SMM;2025;3. Liga - Nordwest 2;5;5;Döttingen-Klingnau 1;Balint Kiss;1692;Rhy 1;;;2 - 0
SMM;2025;3. Liga - Nordwest 2;5;6;Rhy 1;Robert Kaiser;1582;Döttingen-Klingnau 1;Patrice Keusch;1448;2 - 0
SMM;2025;3. Liga - Nordwest 2;5;1;Echiquier Bruntrutain 2;Jean-Pierre Tisserand;1766;Riehen 5;;;6 - 4
SMM;2025;3. Liga - Nordwest 2;5;2;Riehen 5;;;Echiquier Bruntrutain 2;Marco Retti;1523;4 - 6
SMM;2025;3. Liga - Nordwest 2;5;3;Echiquier Bruntrutain 2;Nicolas Charpié;1200;Riehen 5;;;6 - 4
SMM;2025;3. Liga - Nordwest 2;5;4;Riehen 5;;;Echiquier Bruntrutain 2;Alexis Loetscher;1566;4 - 6
SMM;2025;3. Liga - Nordwest 2;5;5;Echiquier Bruntrutain 2;Kevin Seewer;1450;Riehen 5;;;6 - 4
SMM;2025;3. Liga - Nordwest 2;5;6;Riehen 5;;;Echiquier Bruntrutain 2;Erwan Bourquard;1442;4 - 6
SMM;2025;3. Liga - Nordwest 2;5;1;Olten 5;Otmar Wigger;1544;Rhy 2;Gustavo Barros;1643;1 - 1
SMM;2025;3. Liga - Nordwest 2;5;2;Rhy 2;Beat Hartmann;1686;Olten 5;Martin Spiegel;1480;2 - 0
SMM;2025;3. Liga - Nordwest 2;5;3;Olten 5;René Steiner;1729;Rhy 2;;;2 - 0
SMM;2025;3. Liga - Nordwest 2;5;4;Rhy 2;Hansruedi Jost;1200;Olten 5;Boris Stokic;1501;0 - 2
SMM;2025;3. Liga - Nordwest 2;5;5;Olten 5;Ibrahim Yaman;1707;Rhy 2;Stephan Eliczi;1322;2 - 0
SMM;2025;3. Liga - Nordwest 2;5;6;Rhy 2;;;Olten 5;;;0 - 2
SMM;2025;3. Liga - Nordwest 2;6;1;Birseck 3;Peter Mattmann;1743;Döttingen-Klingnau 1;Refki Morina;1664;0 - 2
SMM;2025;3. Liga - Nordwest 2;6;2;Döttingen-Klingnau 1;Kevin Mutter;1350;Birseck 3;Miroslav Matkovic;1543;2 - 0
SMM;2025;3. Liga - Nordwest 2;6;3;Birseck 3;Timothée Cuénod;1492;Döttingen-Klingnau 1;Balint Kiss;1692;0 - 2
SMM;2025;3. Liga - Nordwest 2;6;4;Döttingen-Klingnau 1;Patrice Keusch;1448;Birseck 3;Claude Monnat;1727;2 - 0
SMM;2025;3. Liga - Nordwest 2;6;5;Birseck 3;Richard Valentin Winkler;1200;Döttingen-Klingnau 1;Jovin Nimaikarthik Mallipudi;1245;2 - 0
SMM;2025;3. Liga - Nordwest 2;6;6;Döttingen-Klingnau 1;Edgar Arturo Ramirez Orozco;1558;Birseck 3;Stephan Bonauer;1473;0 - 2
SMM;2025;3. Liga - Nordwest 2;6;1;Echiquier Bruntrutain 2;Cédric Desboeufs;1781;Olten 3;Walter Stegmaier;2006;0 - 2
SMM;2025;3. Liga - Nordwest 2;6;2;Olten 3;Paul Niederer;1800;Echiquier Bruntrutain 2;Erwan Bourquard;1442;2 - 0
SMM;2025;3. Liga - Nordwest 2;6;3;Echiquier Bruntrutain 2;Jean-Pierre Tisserand;1766;Olten 3;Heinz Linder;1927;2 - 0
SMM;2025;3. Liga - Nordwest 2;6;4;Olten 3;Guido Born;1708;Echiquier Bruntrutain 2;Alec Schneider;1450;1 - 1
SMM;2025;3. Liga - Nordwest 2;6;5;Echiquier Bruntrutain 2;Marco Retti;1523;Olten 3;Max Joss;1762;2 - 0
SMM;2025;3. Liga - Nordwest 2;6;6;Olten 3;Boaz Lengyel;1775;Echiquier Bruntrutain 2;Martin Schneider;1450;1 - 1
SMM;2025;3. Liga - Nordwest 2;6;1;Rhy 2;Beat Hartmann;1686;Riehen 5;Uwe Hecht;1776;0 - 2
SMM;2025;3. Liga - Nordwest 2;6;2;Riehen 5;Beat Spielmann;1766;Rhy 2;;;2 - 0
SMM;2025;3. Liga - Nordwest 2;6;3;Rhy 2;Stephan Eliczi;1322;Riehen 5;Dario Wachholz;1531;0 - 2
SMM;2025;3. Liga - Nordwest 2;6;4;Riehen 5;Xian-Gai LIN;1400;Rhy 2;Darmen Konysbekov;1628;0 - 2
SMM;2025;3. Liga - Nordwest 2;6;5;Rhy 2;Ismail Irfan Ödül;1477;Riehen 5;Ian Bishop;1582;0 - 2
SMM;2025;3. Liga - Nordwest 2;6;6;Riehen 5;Beatrice Ogrinz;1500;Rhy 2;Hansruedi Jost;1200;2 - 0
SMM;2025;3. Liga - Nordwest 2;6;1;Rhy 1;Janis Steinacher;1937;Olten 5;Otmar Wigger;1544;2 - 0
SMM;2025;3. Liga - Nordwest 2;6;2;Olten 5;Martin Spiegel;1480;Rhy 1;Adam Bonic;1761;2 - 0
SMM;2025;3. Liga - Nordwest 2;6;3;Rhy 1;Rolf Haag;1592;Olten 5;René Steiner;1729;1 - 1
SMM;2025;3. Liga - Nordwest 2;6;4;Olten 5;Boris Stokic;1501;Rhy 1;;;0 - 2
SMM;2025;3. Liga - Nordwest 2;6;5;Rhy 1;Robert Kaiser;1582;Olten 5;Anton Rüegg;1249;1 - 1
SMM;2025;3. Liga - Nordwest 2;6;6;Olten 5;;;Rhy 1;Gustavo Barros;1643;0 - 2
SMM;2025;3. Liga - Nordwest 2;7;1;Birseck 3;Martin Staechelin;1532;Rhy 2;Adam Bonic;1761;2 - 0
SMM;2025;3. Liga - Nordwest 2;7;2;Rhy 2;Beat Hartmann;1686;Birseck 3;Nikita Cardinaux;1704;0 - 2
SMM;2025;3. Liga - Nordwest 2;7;3;Birseck 3;Peter Mattmann;1743;Rhy 2;André Schneider;1556;2 - 0
SMM;2025;3. Liga - Nordwest 2;7;4;Rhy 2;Roland Fuchs;1450;Birseck 3;Florian Rosebrock;1450;0 - 2
SMM;2025;3. Liga - Nordwest 2;7;5;Birseck 3;Claude Monnat;1727;Rhy 2;;;6 - 4
SMM;2025;3. Liga - Nordwest 2;7;6;Rhy 2;;;Birseck 3;Stephan Bonauer;1473;4 - 6
SMM;2025;3. Liga - Nordwest 2;7;1;Rhy 1;Az Damdinsuren;1886;Echiquier Bruntrutain 2;Claude Desboeufs;1459;2 - 0
SMM;2025;3. Liga - Nordwest 2;7;2;Echiquier Bruntrutain 2;Alexandre Desboeufs;1872;Rhy 1;Volker Wessely;1854;2 - 0
SMM;2025;3. Liga - Nordwest 2;7;3;Rhy 1;Sandro Bolettieri;1621;Echiquier Bruntrutain 2;Marco Retti;1523;0 - 2
SMM;2025;3. Liga - Nordwest 2;7;4;Echiquier Bruntrutain 2;Cédric Desboeufs;1781;Rhy 1;Rolf Haag;1592;1 - 1
SMM;2025;3. Liga - Nordwest 2;7;5;Rhy 1;Gustavo Barros;1643;Echiquier Bruntrutain 2;Alexis Loetscher;1566;1 - 1
SMM;2025;3. Liga - Nordwest 2;7;6;Echiquier Bruntrutain 2;Eliot Greiner;1783;Rhy 1;Norbert Rudschuck;1661;2 - 0
SMM;2025;3. Liga - Nordwest 2;7;1;Olten 3;Alessio Porreca;1981;Döttingen-Klingnau 1;Felix Honold;1931;1 - 1
SMM;2025;3. Liga - Nordwest 2;7;2;Döttingen-Klingnau 1;Rafael Mutschlechner;1772;Olten 3;Olexiy Musienko;1808;0 - 2
SMM;2025;3. Liga - Nordwest 2;7;3;Olten 3;Paul Niederer;1800;Döttingen-Klingnau 1;Kevin Mutter;1350;0 - 2
SMM;2025;3. Liga - Nordwest 2;7;4;Döttingen-Klingnau 1;Rudolf Märki;1816;Olten 3;Guido Born;1708;0 - 2
SMM;2025;3. Liga - Nordwest 2;7;5;Olten 3;Markus Angst;1739;Döttingen-Klingnau 1;Patrice Keusch;1448;1 - 1
SMM;2025;3. Liga - Nordwest 2;7;6;Döttingen-Klingnau 1;Ritish Kannan;1350;Olten 3;Boaz Lengyel;1775;2 - 0
SMM;2025;3. Liga - Nordwest 2;7;1;Olten 5;Ibrahim Yaman;1707;Riehen 5;Dario Wachholz;1531;0 - 2
SMM;2025;3. Liga - Nordwest 2;7;2;Riehen 5;Ian Bishop;1582;Olten 5;Martin Spiegel;1480;0 - 2
SMM;2025;3. Liga - Nordwest 2;7;3;Olten 5;Alexander Kudryavitskiy;1200;Riehen 5;Felix Li;1200;2 - 0
SMM;2025;3. Liga - Nordwest 2;7;4;Riehen 5;Sophie Anis;1200;Olten 5;Mikhail Kudryavitskiy;1654;0 - 2
SMM;2025;3. Liga - Nordwest 2;7;5;Olten 5;;;Riehen 5;Lian Madhani;1200;2 - 0
SMM;2025;3. Liga - Nordwest 2;7;6;Riehen 5;;;Olten 5;Anton Rüegg;1249;4 - 6
SMM;2026;3. Liga - Nordwest 2;1;1;Echiquier Bruntrutain 2;Cédric Desboeufs;1781;Court 3;Joël Schaer;1322;2 - 0
SMM;2026;3. Liga - Nordwest 2;1;2;Court 3;Kurt Steiner;1705;Echiquier Bruntrutain 2;Alec Schneider;1450;1 - 1
SMM;2026;3. Liga - Nordwest 2;1;3;Echiquier Bruntrutain 2;Eliot Greiner;1783;Court 3;Camille Bigler;1439;0 - 2
SMM;2026;3. Liga - Nordwest 2;1;4;Court 3;Antonio Bulgheroni;1396;Echiquier Bruntrutain 2;Marco Retti;1523;2 - 0
SMM;2026;3. Liga - Nordwest 2;1;5;Echiquier Bruntrutain 2;Kevin Seewer;1450;Court 3;Yannick Poli;;2 - 0
SMM;2026;3. Liga - Nordwest 2;1;6;Court 3;Leny Vogt;;Echiquier Bruntrutain 2;Martin Schneider;1450;0 - 2
SMM;2026;3. Liga - Nordwest 2;1;1;Birseck 3;Joel Cuénod;1590;Riehen 5;Dario Wachholz;1531;0 - 2
SMM;2026;3. Liga - Nordwest 2;1;2;Riehen 5;Beat Spielmann;1766;Birseck 3;Claude Monnat;1727;1 - 1
SMM;2026;3. Liga - Nordwest 2;1;3;Birseck 3;Peter Mattmann;1743;Riehen 5;Ian Bishop;1582;2 - 0
SMM;2026;3. Liga - Nordwest 2;1;4;Riehen 5;Niklas Oktai;1590;Birseck 3;Stephan Bonauer;1473;1 - 1
SMM;2026;3. Liga - Nordwest 2;1;5;Birseck 3;Timothée Cuénod;1492;Riehen 5;Lian Madhani;1200;2 - 0
SMM;2026;3. Liga - Nordwest 2;1;6;Riehen 5;Sophie Anis;1200;Birseck 3;Nikita Cardinaux;1704;0 - 2
SMM;2026;3. Liga - Nordwest 2;1;1;Olten 3;Olexiy Musienko;1808;Olten 4;Thomas Schmidt;1663;1 - 1
SMM;2026;3. Liga - Nordwest 2;1;2;Olten 4;Daniel Steiner;1444;Olten 3;Walter Stegmaier;2006;2 - 0
SMM;2026;3. Liga - Nordwest 2;1;3;Olten 3;Markus Angst;1739;Olten 4;Roman Bösch;1639;1 - 1
SMM;2026;3. Liga - Nordwest 2;1;4;Olten 4;Erik Schrader;1486;Olten 3;Guido Born;1708;2 - 0
SMM;2026;3. Liga - Nordwest 2;1;5;Olten 3;René Steiner;1729;Olten 4;Ralf Doerendahl;1489;2 - 0
SMM;2026;3. Liga - Nordwest 2;1;6;Olten 4;Anton Rüegg;1249;Olten 3;Urs Fazis;1523;0 - 2
SMM;2026;3. Liga - Nordwest 2;2;1;Riehen 5;Danylo Synytskyi;1630;Olten 3;Paul Niederer;1800;1 - 1
SMM;2026;3. Liga - Nordwest 2;2;2;Olten 3;Walter Stegmaier;2006;Riehen 5;Uwe Hecht;1776;2 - 0
SMM;2026;3. Liga - Nordwest 2;2;3;Riehen 5;Dario Wachholz;1531;Olten 3;Markus Angst;1739;2 - 0
SMM;2026;3. Liga - Nordwest 2;2;4;Olten 3;Guido Born;1708;Riehen 5;Niklas Oktai;1590;0 - 2
SMM;2026;3. Liga - Nordwest 2;2;5;Riehen 5;Ian Bishop;1582;Olten 3;René Steiner;1729;1 - 1
SMM;2026;3. Liga - Nordwest 2;2;6;Olten 3;Urs Fazis;1523;Riehen 5;Sophie Anis;1200;2 - 0
SMM;2026;3. Liga - Nordwest 2;2;1;Echiquier Bruntrutain 2;Michaël Desboeufs;1552;Olten 4;Daniel Steiner;1444;2 - 0
SMM;2026;3. Liga - Nordwest 2;2;2;Olten 4;Michael Grolimund;1629;Echiquier Bruntrutain 2;Cédric Desboeufs;1781;0 - 2
SMM;2026;3. Liga - Nordwest 2;2;3;Echiquier Bruntrutain 2;Alexandre Desboeufs;1872;Olten 4;Roman Bösch;1639;2 - 0
SMM;2026;3. Liga - Nordwest 2;2;4;Olten 4;Roman Aeschlimann;1636;Echiquier Bruntrutain 2;Alec Schneider;1450;0 - 2
