﻿Turnier;Saison;Liga;Runde;Brett;Team_Weiss;Weiss;Elo_Weiss;Team_Schwarz;Schwarz;Elo_Schwarz;Ergebnis
BMM;2025/26;Bereichsliga Süd 3;5;2;Schw. Pumpe Freiburg 1;Döserich, Jürgen;1944;SC Heitersheim 2;Gkegkas, Viktor;1815;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;5;3;SC Heitersheim 2;Wienberg, Robin;1804;Schw. Pumpe Freiburg 1;Grübner, Dietrich;1885;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;5;4;Schw. Pumpe Freiburg 1;Satlow, Stefan;1731;SC Heitersheim 2;Dr. Spitzer, Martin;1796;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;5;5;SC Heitersheim 2;Vilain, Philip;1733;Schw. Pumpe Freiburg 1;Do, Van;1703;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;5;6;Schw. Pumpe Freiburg 1;Dr. Reschika, Richard;;SC Heitersheim 2;Menskes, Maxime;1576;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;5;7;SC Heitersheim 2;Cicak, Vinko;1491;Schw. Pumpe Freiburg 1;Deigner, Freddy;1688;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;5;8;Schw. Pumpe Freiburg 1;De Cunzo, Gino;1408;SC Heitersheim 2;Kösem, Akin;1355;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;5;1;SC Sölden 1;Dr. Bath, Peter;1843;SC Dreiländereck 2;Bender, Stefan;1829;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;5;2;SC Dreiländereck 2;Bäder, Karl-Christian;1768;SC Sölden 1;Wirbel, Klaus;1556;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;5;3;SC Sölden 1;Hug, Fridolin;1515;SC Dreiländereck 2;Mackels, Jean-Louis;1840;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;5;4;SC Dreiländereck 2;Lutz, Horst;1713;SC Sölden 1;Yazvytskyi, Jurii;1428;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;5;5;SC Sölden 1;Kenz, Dieter;1459;SC Dreiländereck 2;Bruckert, Frederic;1784;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;5;6;SC Dreiländereck 2;Schätzle, Thomas;1563;SC Sölden 1;Dr. Bernauer, Bernhard;1460;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;5;7;SC Sölden 1;Drömer, Uwe;1162;SC Dreiländereck 2;Cheremensky, Maxim;1099;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;5;8;SC Dreiländereck 2;Lischka, Joachim;1365;SC Sölden 1;Bolanz, Gerhard;1269;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;5;1;SG Schopfheim 1;Fischer, Thomas;1828;SK Rheinfelden 1;Damdinsuren, Az;1740;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;5;2;SK Rheinfelden 1;Gashi, Arsim;1603;SG Schopfheim 1;Schleith, Stefan;1894;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;5;3;SG Schopfheim 1;Steen, Matthias;1855;SK Rheinfelden 1;Haag, Rolf;1690;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;5;4;SK Rheinfelden 1;Bolettieri, Sandro;1571;SG Schopfheim 1;Bauer, Stefan;1753;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;5;5;SG Schopfheim 1;Bernwallner, Stefan;1738;SK Rheinfelden 1;Konysbekov, Darmen;1426;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;5;6;SK Rheinfelden 1;Schneider, Andre;1557;SG Schopfheim 1;Berger, Roland;1694;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;5;7;SG Schopfheim 1;Gsell, Richard;1580;SK Rheinfelden 1;Kaiser, Robert;1369;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;5;8;SK Rheinfelden 1;Jost, Hansruedi;1070;SG Schopfheim 1;Burkhard, Peter;1113;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;5;1;SC Brombach 4;Wouatong Nguebdob, Henock Landry;1749;SK Ebringen 2;Bösch, Heinz;1786;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;5;2;SK Ebringen 2;Pfefferle, Matthias;1628;SC Brombach 4;Weimann-Zupan, Ralf;1678;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;5;3;SC Brombach 4;Körtvely, Elöd;1442;SK Ebringen 2;Riesterer, Michael;1609;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;5;4;SK Ebringen 2;Bauer, Michael;1508;SC Brombach 4;Kellner, Ingo Johann;1434;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;5;5;SC Brombach 4;Loui, Henning;1262;SK Ebringen 2;Brezczinsky, Jörg;1557;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;5;6;SK Ebringen 2;Weißflog, Hans-Dieter;1509;SC Brombach 4;Koch, Benjamin;1300;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;5;7;SC Brombach 4;Zinchenko, Danylo;;SK Ebringen 2;Kendzia, Karl-Peter;1585;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;5;8;SK Ebringen 2;Seidel, Rene;1069;SC Brombach 4;Oktai, Niklas;;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;5;1;SK Freiburg West 2;Tadjalli Mehr, Kian;1762;SC Umkirch 1;Risch, Wolfgang;1900;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;5;2;SC Umkirch 1;Gugel, Tobias;1890;SK Freiburg West 2;Maisel, Mathis;1800;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;5;3;SK Freiburg West 2;Rümmele, Tobias;1742;SC Umkirch 1;Dr. Ufheil, Joachim;1842;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;5;4;SC Umkirch 1;Dr. Blum, Ronny;1735;SK Freiburg West 2;Grothe, Stefan;1722;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;5;5;SK Freiburg West 2;Litwin, Tim;1676;SC Umkirch 1;Hunn, Bernhard;1676;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;5;6;SC Umkirch 1;Fuss, Michael;1621;SK Freiburg West 2;van Almsick, Hanna;1388;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;5;7;SK Freiburg West 2;Naguchev, Vadim;1650;SC Umkirch 1;Bruno, Claudio;1572;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;5;8;SC Umkirch 1;Lehmann, Arnold;1503;SK Freiburg West 2;Waldvogel, Michael;1604;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;6;1;SK Freiburg West 2;Tadjalli Mehr, Kian;1762;SC Heitersheim 2;Prof. Wiedemann, Harald;1860;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;6;2;SC Heitersheim 2;Wienberg, Robin;1804;SK Freiburg West 2;Rümmele, Tobias;1742;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;6;3;SK Freiburg West 2;Grothe, Stefan;1722;SC Heitersheim 2;Dr. Spitzer, Martin;1796;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;6;4;SC Heitersheim 2;Vilain, Philip;1733;SK Freiburg West 2;Litwin, Tim;1676;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;6;5;SK Freiburg West 2;Naguchev, Vadim;1650;SC Heitersheim 2;Prill, Gerhard;1735;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;6;6;SC Heitersheim 2;Puchta, Dieter;1862;SK Freiburg West 2;Waldvogel, Michael;1604;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;6;7;SK Freiburg West 2;Boos, Clemens;1575;SC Heitersheim 2;Leslie, Philip;1521;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;6;8;SC Heitersheim 2;Kösem, Akin;1355;SK Freiburg West 2;Pfeiffer, Manuel;1394;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;6;1;SC Umkirch 1;Risch, Wolfgang;1900;SC Brombach 4;Haag, Markus;1888;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;6;2;SC Brombach 4;Frey, Rudolf;1706;SC Umkirch 1;Gugel, Tobias;1890;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;6;3;SC Umkirch 1;Dr. Ufheil, Joachim;1842;SC Brombach 4;Teodosio, Nathan;;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;6;4;SC Brombach 4;Kellner, Ingo Johann;1434;SC Umkirch 1;Dr. Blum, Ronny;1735;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;6;5;SC Umkirch 1;Hunn, Bernhard;1676;SC Brombach 4;Loui, Henning;1262;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;6;6;SC Brombach 4;Pross, Bernd;1370;SC Umkirch 1;Fuss, Michael;1621;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;6;7;SC Umkirch 1;Bruno, Claudio;1572;SC Brombach 4;Koch, Benjamin;1300;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;6;8;SC Brombach 4;Oktai, Niklas;;SC Umkirch 1;Lehmann, Arnold;1503;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;6;1;SK Ebringen 2;Fink, Markus;1877;SG Schopfheim 1;Fischer, Thomas;1828;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;6;2;SG Schopfheim 1;Schleith, Stefan;1894;SK Ebringen 2;Dukic, Ivan;1856;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;6;3;SK Ebringen 2;Pfefferle, Matthias;1628;SG Schopfheim 1;Steen, Matthias;1855;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;6;4;SG Schopfheim 1;Bauer, Stefan;1753;SK Ebringen 2;Riesterer, Michael;1609;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;6;5;SK Ebringen 2;Bauer, Michael;1508;SG Schopfheim 1;Bernwallner, Stefan;1738;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;6;6;SG Schopfheim 1;Berger, Roland;1694;SK Ebringen 2;Brezczinsky, Jörg;1557;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;6;7;SK Ebringen 2;Schüler, Winfried;1570;SG Schopfheim 1;Gsell, Richard;1580;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;6;8;SG Schopfheim 1;Burkhard, Peter;1113;SK Ebringen 2;Rieder, Wolfgang;;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;6;1;SK Rheinfelden 1;Damdinsuren, Az;1740;SC Sölden 1;Dr. Bath, Peter;1843;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;6;2;SC Sölden 1;Backhaus, Eric;1515;SK Rheinfelden 1;Barros, Gustavo;1671;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;6;3;SK Rheinfelden 1;Bolettieri, Sandro;1571;SC Sölden 1;Wirbel, Klaus;1556;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;6;4;SC Sölden 1;Hug, Fridolin;1515;SK Rheinfelden 1;Schneider, Andre;1557;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;6;5;SK Rheinfelden 1;Kaiser, Robert;1369;SC Sölden 1;Yazvytskyi, Jurii;1428;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;6;6;SC Sölden 1;Kenz, Dieter;1459;SK Rheinfelden 1;Ödül, Ismail Irfan;;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;6;7;SK Rheinfelden 1;Hartmann, Beat;1358;SC Sölden 1;Dr. Bernauer, Bernhard;1460;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;6;8;SC Sölden 1;Sariffodeen, Ronnie;1451;SK Rheinfelden 1;;;"=""6 - 4"""
BMM;2025/26;Bereichsliga Süd 3;6;1;SC Dreiländereck 2;Bender, Stefan;1829;Schw. Pumpe Freiburg 1;Hörmann, Florian;2023;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;6;2;Schw. Pumpe Freiburg 1;Schoch, Thomas;1982;SC Dreiländereck 2;Bäder, Karl-Christian;1768;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;6;3;SC Dreiländereck 2;Mackels, Jean-Louis;1840;Schw. Pumpe Freiburg 1;Grübner, Dietrich;1885;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;6;4;Schw. Pumpe Freiburg 1;Frey, Markus;1741;SC Dreiländereck 2;Lutz, Horst;1713;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;6;5;SC Dreiländereck 2;Karlin, Simon;1393;Schw. Pumpe Freiburg 1;Do, Van;1703;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;6;6;Schw. Pumpe Freiburg 1;Bühler, Markus;1690;SC Dreiländereck 2;Schätzle, Thomas;1563;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;6;7;SC Dreiländereck 2;Cheremensky, Maxim;1099;Schw. Pumpe Freiburg 1;Dr. Reschika, Richard;;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;6;8;Schw. Pumpe Freiburg 1;Engelken, Jared;;SC Dreiländereck 2;Sacher, Justus;;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;7;1;SC Heitersheim 2;Gkegkas, Viktor;1815;SC Dreiländereck 2;Bender, Stefan;1829;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;7;2;SC Dreiländereck 2;Bäder, Karl-Christian;1768;SC Heitersheim 2;Wienberg, Robin;1804;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;7;3;SC Heitersheim 2;Carretero Martinez, Francisco;1930;SC Dreiländereck 2;Mackels, Jean-Louis;1840;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;7;4;SC Dreiländereck 2;Lutz, Horst;1713;SC Heitersheim 2;Dr. Spitzer, Martin;1796;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;7;5;SC Heitersheim 2;Vilain, Philip;1733;SC Dreiländereck 2;Karlin, Simon;1393;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;7;6;SC Dreiländereck 2;Schätzle, Thomas;1563;SC Heitersheim 2;Prill, Gerhard;1735;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;7;7;SC Heitersheim 2;Puchta, Dieter;1862;SC Dreiländereck 2;Cheremensky, Maxim;1099;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;7;8;SC Dreiländereck 2;Kern, Silas;1120;SC Heitersheim 2;Kösem, Akin;1355;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;7;1;Schw. Pumpe Freiburg 1;Hörmann, Florian;2023;SK Rheinfelden 1;Steinacher, Janis;1870;"=""1 - 1"""
BMM;2025/26;Bereichsliga Süd 3;7;2;SK Rheinfelden 1;Damdinsuren, Az;1740;Schw. Pumpe Freiburg 1;Schoch, Thomas;1982;"=""0 - 2"""
BMM;2025/26;Bereichsliga Süd 3;7;3;Schw. Pumpe Freiburg 1;Döserich, Jürgen;1944;SK Rheinfelden 1;Gashi, Arsim;1603;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;7;4;SK Rheinfelden 1;Bonic, Adam;1588;Schw. Pumpe Freiburg 1;Grübner, Dietrich;1885;"=""2 - 0"""
BMM;2025/26;Bereichsliga Süd 3;7;5;Schw. Pumpe Freiburg 1;Frey, Markus;1741;SK Rheinfelden 1;Haag, Rolf;1690;"=""1 - 1"""
